CustomerID,Recency,Frequency,Monetary,CustomerSegment
13780.0,6,2,360.01,Promising/Regular Customers
13781.0,250,1,127.84,At-Risk/Churning Customers
13782.0,12,6,908.86,High-Value/Frequent Spenders
13784.0,9,11,2462.79,High-Value/Frequent Spenders
13786.0,366,1,230.4,At-Risk/Churning Customers
13787.0,75,2,309.04,Promising/Regular Customers
13790.0,3,1,348.79999999999995,New/Low-Value Customers
13791.0,42,3,1047.68,Promising/Regular Customers
13792.0,65,2,195.55,Promising/Regular Customers
13798.0,0,63,36352.87,High-Value/Frequent Spenders
13799.0,116,2,688.86,New/Low-Value Customers
13800.0,309,1,558.32,At-Risk/Churning Customers
13801.0,66,1,324.8,New/Low-Value Customers
13802.0,137,6,3906.27,New/Low-Value Customers
13803.0,254,1,277.07,At-Risk/Churning Customers
13804.0,30,7,2588.39,High-Value/Frequent Spenders
13805.0,51,2,924.5999999999999,Promising/Regular Customers
13806.0,63,1,256.38,New/Low-Value Customers
13807.0,366,1,112.6,At-Risk/Churning Customers
13808.0,5,5,1747.66,High-Value/Frequent Spenders
13809.0,304,1,155.05,At-Risk/Churning Customers
13810.0,28,4,899.51,Promising/Regular Customers
13811.0,183,4,591.75,At-Risk/Churning Customers
13812.0,41,3,539.0,Promising/Regular Customers
13813.0,39,5,1353.41,Promising/Regular Customers
13814.0,55,3,1562.12,Promising/Regular Customers
13815.0,21,5,4014.91,High-Value/Frequent Spenders
13816.0,23,4,555.04,Promising/Regular Customers
13817.0,28,2,382.98,Promising/Regular Customers
13819.0,301,3,1140.35,At-Risk/Churning Customers
13821.0,144,2,385.64,New/Low-Value Customers
13822.0,5,2,632.0,Promising/Regular Customers
13823.0,18,2,957.66,Promising/Regular Customers
13824.0,32,5,1698.94,Promising/Regular Customers
13826.0,157,2,174.65,New/Low-Value Customers
13827.0,57,3,409.8,Promising/Regular Customers
13828.0,21,1,209.49,New/Low-Value Customers
13829.0,358,1,-102.0,At-Risk/Churning Customers
13831.0,15,6,2198.45,High-Value/Frequent Spenders
13832.0,17,2,40.95,Promising/Regular Customers
13833.0,158,1,383.85,New/Low-Value Customers
13835.0,24,4,834.57,Promising/Regular Customers
13837.0,211,2,266.59000000000003,At-Risk/Churning Customers
13838.0,5,4,674.82,Promising/Regular Customers
13841.0,252,1,85.0,At-Risk/Churning Customers
13842.0,58,9,3385.62,Promising/Regular Customers
13844.0,10,1,361.62,New/Low-Value Customers
13845.0,64,1,312.98,New/Low-Value Customers
13846.0,24,4,847.61,Promising/Regular Customers
13848.0,91,3,1255.0,New/Low-Value Customers
13849.0,51,2,1537.95,Promising/Regular Customers
13850.0,87,2,1586.81,Promising/Regular Customers
13851.0,95,3,2651.46,New/Low-Value Customers
13853.0,8,2,1056.94,Promising/Regular Customers
13854.0,8,29,8025.0199999999995,High-Value/Frequent Spenders
13856.0,168,5,363.4,New/Low-Value Customers
13858.0,56,1,216.17000000000002,New/Low-Value Customers
13859.0,325,1,201.16,At-Risk/Churning Customers
13860.0,0,6,1240.0,High-Value/Frequent Spenders
13862.0,17,10,2187.31,High-Value/Frequent Spenders
13863.0,244,2,299.56,At-Risk/Churning Customers
13865.0,57,4,501.56,Promising/Regular Customers
13866.0,73,1,145.67,New/Low-Value Customers
13867.0,30,3,1005.09,Promising/Regular Customers
13868.0,6,2,3192.54,Promising/Regular Customers
13869.0,122,4,3083.65,New/Low-Value Customers
13870.0,1,10,2751.25,High-Value/Frequent Spenders
13871.0,22,14,6389.8,High-Value/Frequent Spenders
13873.0,119,4,381.7,New/Low-Value Customers
13874.0,357,1,540.45,At-Risk/Churning Customers
13875.0,53,5,1786.79,Promising/Regular Customers
13876.0,63,1,122.7,New/Low-Value Customers
13877.0,85,1,117.24,New/Low-Value Customers
13878.0,54,1,1271.57,New/Low-Value Customers
13880.0,20,13,3219.77,High-Value/Frequent Spenders
13881.0,3,22,16989.52,High-Value/Frequent Spenders
13882.0,2,6,1131.28,High-Value/Frequent Spenders
13883.0,0,9,2538.75,High-Value/Frequent Spenders
13884.0,6,6,781.3000000000001,High-Value/Frequent Spenders
13885.0,188,2,506.8,At-Risk/Churning Customers
13886.0,70,1,243.56,New/Low-Value Customers
13887.0,203,1,349.55,At-Risk/Churning Customers
13888.0,119,2,595.67,New/Low-Value Customers
13889.0,92,1,416.90000000000003,New/Low-Value Customers
13890.0,0,14,1860.8600000000001,High-Value/Frequent Spenders
13892.0,26,4,632.97,Promising/Regular Customers
13893.0,297,1,821.1,At-Risk/Churning Customers
13894.0,21,5,535.97,High-Value/Frequent Spenders
13895.0,20,5,2588.12,High-Value/Frequent Spenders
13897.0,49,1,311.16,New/Low-Value Customers
13898.0,325,1,155.93,At-Risk/Churning Customers
13899.0,15,2,388.52,Promising/Regular Customers
13900.0,182,3,740.95,At-Risk/Churning Customers
13901.0,71,5,2867.2000000000003,Promising/Regular Customers
13904.0,36,2,332.64,Promising/Regular Customers
13908.0,79,5,2347.05,Promising/Regular Customers
13911.0,56,9,2580.91,Promising/Regular Customers
13914.0,3,3,613.95,Promising/Regular Customers
13917.0,49,2,272.04,Promising/Regular Customers
13918.0,49,2,1212.8400000000001,Promising/Regular Customers
13919.0,52,3,350.16,Promising/Regular Customers
13922.0,351,1,172.25,At-Risk/Churning Customers
13923.0,53,1,351.13,New/Low-Value Customers
13924.0,1,11,1682.08,High-Value/Frequent Spenders
13925.0,35,6,616.65,Promising/Regular Customers
13926.0,22,1,223.85000000000002,New/Low-Value Customers
13927.0,74,1,348.99,New/Low-Value Customers
13928.0,10,4,464.57,Promising/Regular Customers
13929.0,168,3,802.85,New/Low-Value Customers
13930.0,57,2,337.34,Promising/Regular Customers
13931.0,85,3,1230.93,Promising/Regular Customers
13932.0,294,1,307.4,At-Risk/Churning Customers
13933.0,108,2,608.79,New/Low-Value Customers
13934.0,263,1,922.1,At-Risk/Churning Customers
13936.0,170,2,361.28000000000003,New/Low-Value Customers
13937.0,168,1,158.85,New/Low-Value Customers
13938.0,34,1,71.66,New/Low-Value Customers
13939.0,22,4,556.75,Promising/Regular Customers
13940.0,16,4,839.14,Promising/Regular Customers
13941.0,21,7,4912.41,High-Value/Frequent Spenders
13946.0,78,3,561.57,Promising/Regular Customers
13947.0,64,1,90.60000000000001,New/Low-Value Customers
13948.0,360,1,102.0,At-Risk/Churning Customers
13949.0,2,6,2427.32,High-Value/Frequent Spenders
13950.0,10,5,728.5600000000001,High-Value/Frequent Spenders
13951.0,175,3,674.45,New/Low-Value Customers
13952.0,210,3,3246.091,At-Risk/Churning Customers
13953.0,6,7,3515.68,High-Value/Frequent Spenders
13954.0,1,3,378.59,Promising/Regular Customers
13955.0,153,2,322.96,New/Low-Value Customers
13956.0,4,5,1019.27,High-Value/Frequent Spenders
13958.0,371,1,-102.45,At-Risk/Churning Customers
13959.0,78,3,594.04,Promising/Regular Customers
13960.0,20,2,230.22,Promising/Regular Customers
13962.0,21,2,169.54999999999998,Promising/Regular Customers
13963.0,307,4,664.54,At-Risk/Churning Customers
13967.0,145,1,80.7,New/Low-Value Customers
13969.0,6,20,8956.92,High-Value/Frequent Spenders
13971.0,8,11,2702.2200000000003,High-Value/Frequent Spenders
13972.0,70,2,190.25,Promising/Regular Customers
13973.0,286,1,264.7,At-Risk/Churning Customers
13974.0,48,1,413.59000000000003,New/Low-Value Customers
13975.0,30,7,2438.19,High-Value/Frequent Spenders
13976.0,206,1,357.98,At-Risk/Churning Customers
13978.0,14,2,196.79,Promising/Regular Customers
13979.0,72,1,869.87,New/Low-Value Customers
13980.0,59,1,200.14,New/Low-Value Customers
13982.0,38,5,1861.1100000000001,Promising/Regular Customers
13983.0,29,13,2590.46,High-Value/Frequent Spenders
13984.0,26,6,488.03,High-Value/Frequent Spenders
13985.0,3,16,7024.53,High-Value/Frequent Spenders
13986.0,16,1,320.46,New/Low-Value Customers
13988.0,19,9,4098.8,High-Value/Frequent Spenders
13989.0,65,2,1266.08,Promising/Regular Customers
13990.0,212,1,311.3,At-Risk/Churning Customers
13991.0,11,7,847.54,High-Value/Frequent Spenders
13992.0,29,1,76.8,New/Low-Value Customers
13993.0,31,12,3409.66,Promising/Regular Customers
13994.0,3,6,2274.14,High-Value/Frequent Spenders
13995.0,14,6,1383.49,High-Value/Frequent Spenders
13999.0,9,15,3865.26,High-Value/Frequent Spenders
14000.0,205,2,633.71,At-Risk/Churning Customers
14001.0,45,4,2030.3300000000002,Promising/Regular Customers
14002.0,133,2,529.73,New/Low-Value Customers
14004.0,42,7,4582.64,Promising/Regular Customers
14005.0,9,5,2874.72,High-Value/Frequent Spenders
14006.0,115,3,962.19,New/Low-Value Customers
14009.0,197,3,685.9300000000001,At-Risk/Churning Customers
14012.0,277,1,328.8,At-Risk/Churning Customers
14013.0,109,3,473.02,New/Low-Value Customers
14014.0,76,1,505.18,New/Low-Value Customers
14015.0,52,1,917.34,New/Low-Value Customers
14016.0,153,5,4328.46,New/Low-Value Customers
14019.0,46,4,1398.96,Promising/Regular Customers
14020.0,16,2,642.8,Promising/Regular Customers
14021.0,154,3,631.9,New/Low-Value Customers
14022.0,224,1,440.0,At-Risk/Churning Customers
14023.0,6,2,584.07,Promising/Regular Customers
14024.0,121,2,327.7,New/Low-Value Customers
14027.0,60,1,104.82,New/Low-Value Customers
14029.0,62,2,467.66,Promising/Regular Customers
14030.0,17,8,2358.84,High-Value/Frequent Spenders
14031.0,6,23,14634.64,High-Value/Frequent Spenders
14032.0,1,18,2929.84,High-Value/Frequent Spenders
14034.0,21,4,509.09,Promising/Regular Customers
14035.0,28,5,1428.02,High-Value/Frequent Spenders
14036.0,284,1,626.65,At-Risk/Churning Customers
14037.0,175,2,147.20000000000002,New/Low-Value Customers
14038.0,77,4,1554.48,Promising/Regular Customers
14039.0,32,1,152.2,New/Low-Value Customers
14040.0,40,15,3487.59,Promising/Regular Customers
14041.0,265,1,141.41,At-Risk/Churning Customers
14044.0,26,4,646.42,Promising/Regular Customers
14045.0,108,4,1659.75,New/Low-Value Customers
14046.0,283,1,154.99,At-Risk/Churning Customers
14047.0,8,7,1290.01,High-Value/Frequent Spenders
14048.0,276,2,375.13,At-Risk/Churning Customers
14049.0,16,6,5536.15,High-Value/Frequent Spenders
14050.0,31,2,746.36,Promising/Regular Customers
14051.0,0,26,15477.34,High-Value/Frequent Spenders
14052.0,19,1,225.35999999999999,New/Low-Value Customers
14053.0,123,2,260.25,New/Low-Value Customers
14054.0,64,1,92.46000000000001,New/Low-Value Customers
14055.0,105,1,725.6400000000001,New/Low-Value Customers
14056.0,0,29,8062.46,High-Value/Frequent Spenders
14057.0,23,18,6141.1,High-Value/Frequent Spenders
14059.0,266,1,183.6,At-Risk/Churning Customers
14060.0,4,20,6135.38,High-Value/Frequent Spenders
14062.0,9,12,10464.85,High-Value/Frequent Spenders
14064.0,28,7,1168.92,High-Value/Frequent Spenders
14066.0,266,1,152.55,At-Risk/Churning Customers
14067.0,63,2,374.7,Promising/Regular Customers
14068.0,319,1,265.85,At-Risk/Churning Customers
14071.0,3,9,1306.16,High-Value/Frequent Spenders
14073.0,20,2,139.54,Promising/Regular Customers
14075.0,4,3,942.26,Promising/Regular Customers
14076.0,128,1,118.67,New/Low-Value Customers
14077.0,40,5,499.42,Promising/Regular Customers
14078.0,101,6,1049.37,New/Low-Value Customers
14079.0,124,1,375.1,New/Low-Value Customers
14080.0,32,1,45.599999999999994,New/Low-Value Customers
14081.0,266,4,891.77,At-Risk/Churning Customers
14082.0,364,1,182.25,At-Risk/Churning Customers
14083.0,3,9,1002.9,High-Value/Frequent Spenders
14085.0,1,19,4408.54,High-Value/Frequent Spenders
14087.0,2,2,178.72,Promising/Regular Customers
14088.0,9,14,50415.49,High-Value/Frequent Spenders
14089.0,56,1,158.75,New/Low-Value Customers
14090.0,324,1,76.32000000000001,At-Risk/Churning Customers
14092.0,7,17,4063.1,High-Value/Frequent Spenders
14093.0,11,1,433.86,New/Low-Value Customers
14096.0,3,34,57120.909999999996,High-Value/Frequent Spenders
14098.0,36,1,147.35,New/Low-Value Customers
14099.0,15,12,3092.9700000000003,High-Value/Frequent Spenders
14100.0,137,1,191.95,New/Low-Value Customers
14101.0,73,6,5976.79,Promising/Regular Customers
14102.0,4,8,1060.33,High-Value/Frequent Spenders
14104.0,154,2,216.21,New/Low-Value Customers
14105.0,84,2,1260.33,Promising/Regular Customers
14107.0,51,8,2688.48,Promising/Regular Customers
14108.0,30,3,594.16,Promising/Regular Customers
14109.0,22,2,80.2,Promising/Regular Customers
14110.0,3,13,5669.65,High-Value/Frequent Spenders
14111.0,13,5,688.6,High-Value/Frequent Spenders
14112.0,22,12,2774.17,High-Value/Frequent Spenders
14113.0,3,8,1377.92,High-Value/Frequent Spenders
14114.0,273,2,386.53,At-Risk/Churning Customers
14116.0,19,5,1382.74,High-Value/Frequent Spenders
14117.0,143,1,90.0,New/Low-Value Customers
14119.0,353,1,-19.9,At-Risk/Churning Customers
14121.0,3,6,2740.3,High-Value/Frequent Spenders
14124.0,83,1,419.58,New/Low-Value Customers
14125.0,10,3,2720.63,Promising/Regular Customers
14126.0,7,4,643.6300000000001,Promising/Regular Customers
14127.0,122,3,709.71,New/Low-Value Customers
14128.0,60,2,637.5,Promising/Regular Customers
14129.0,1,5,1123.8600000000001,High-Value/Frequent Spenders
14130.0,318,1,480.91,At-Risk/Churning Customers
14132.0,1,12,3580.13,High-Value/Frequent Spenders
14133.0,129,5,590.34,New/Low-Value Customers
14135.0,1,15,4690.31,High-Value/Frequent Spenders
14138.0,1,2,965.88,Promising/Regular Customers
14139.0,45,1,415.82,New/Low-Value Customers
14140.0,3,3,920.05,Promising/Regular Customers
14141.0,2,6,879.0300000000001,High-Value/Frequent Spenders
14142.0,372,1,311.81,At-Risk/Churning Customers
14143.0,133,1,115.8,New/Low-Value Customers
14145.0,46,5,3148.2,Promising/Regular Customers
14146.0,8,6,2949.57,High-Value/Frequent Spenders
14147.0,48,3,468.4,Promising/Regular Customers
14148.0,233,1,157.2,At-Risk/Churning Customers
14149.0,212,3,259.43,At-Risk/Churning Customers
14150.0,35,2,658.64,Promising/Regular Customers
14152.0,74,3,611.09,Promising/Regular Customers
14154.0,238,2,1345.62,At-Risk/Churning Customers
14155.0,265,1,118.75,At-Risk/Churning Customers
14156.0,9,66,113214.59,High-Value/Frequent Spenders
14157.0,19,3,392.44,Promising/Regular Customers
14158.0,39,1,507.65999999999997,New/Low-Value Customers
14159.0,19,14,4615.64,High-Value/Frequent Spenders
14161.0,215,3,1097.6200000000001,At-Risk/Churning Customers
14162.0,173,2,289.36,New/Low-Value Customers
14163.0,86,4,2445.91,Promising/Regular Customers
14164.0,70,2,1631.77,Promising/Regular Customers
14165.0,275,1,120.44,At-Risk/Churning Customers
14167.0,38,4,562.59,Promising/Regular Customers
14171.0,97,1,363.79,New/Low-Value Customers
14173.0,10,4,450.84,Promising/Regular Customers
14174.0,32,1,134.46,New/Low-Value Customers
14175.0,50,7,3108.06,Promising/Regular Customers
14176.0,296,5,574.0,At-Risk/Churning Customers
14177.0,84,5,544.51,Promising/Regular Customers
14178.0,8,7,1600.26,High-Value/Frequent Spenders
14179.0,40,2,701.57,Promising/Regular Customers
14180.0,10,31,4640.77,High-Value/Frequent Spenders
14184.0,66,1,452.89,New/Low-Value Customers
14185.0,330,1,197.65,At-Risk/Churning Customers
14188.0,8,10,2018.91,High-Value/Frequent Spenders
14189.0,1,24,4604.31,High-Value/Frequent Spenders
14191.0,1,14,4660.01,High-Value/Frequent Spenders
14193.0,67,2,853.39,Promising/Regular Customers
14194.0,4,32,11216.75,High-Value/Frequent Spenders
14195.0,201,3,962.7,At-Risk/Churning Customers
14196.0,106,1,335.52,New/Low-Value Customers
14198.0,3,7,663.5,High-Value/Frequent Spenders
14199.0,217,1,185.39999999999998,At-Risk/Churning Customers
14201.0,59,9,688.04,Promising/Regular Customers
14204.0,1,1,150.61,New/Low-Value Customers
14205.0,10,4,218.78,Promising/Regular Customers
14206.0,238,2,308.26,At-Risk/Churning Customers
14208.0,94,1,151.74,New/Low-Value Customers
14209.0,10,7,2067.13,High-Value/Frequent Spenders
14210.0,90,7,1900.89,Promising/Regular Customers
14211.0,52,13,2208.3,Promising/Regular Customers
14212.0,89,1,1070.48,New/Low-Value Customers
14213.0,371,1,-1192.2,At-Risk/Churning Customers
14214.0,30,7,1000.23,High-Value/Frequent Spenders
14215.0,11,7,1777.92,High-Value/Frequent Spenders
14216.0,2,4,1839.3,Promising/Regular Customers
14217.0,1,24,1925.3600000000001,High-Value/Frequent Spenders
14218.0,42,1,169.48000000000002,New/Low-Value Customers
14219.0,3,1,89.94,New/Low-Value Customers
14220.0,246,2,632.4000000000001,At-Risk/Churning Customers
14221.0,41,10,3427.85,Promising/Regular Customers
14222.0,176,1,683.17,New/Low-Value Customers
14223.0,91,4,975.23,New/Low-Value Customers
14224.0,109,4,1009.73,New/Low-Value Customers
14226.0,28,7,2184.2400000000002,High-Value/Frequent Spenders
14227.0,25,15,3315.71,High-Value/Frequent Spenders
14229.0,51,5,1450.6,Promising/Regular Customers
14231.0,178,5,822.0600000000001,New/Low-Value Customers
14232.0,31,8,2043.93,Promising/Regular Customers
14233.0,43,5,1447.51,Promising/Regular Customers
14234.0,21,4,754.12,Promising/Regular Customers
14235.0,9,6,3093.86,High-Value/Frequent Spenders
14236.0,80,2,490.86,Promising/Regular Customers
14237.0,372,1,161.0,At-Risk/Churning Customers
14238.0,325,1,146.85,At-Risk/Churning Customers
14239.0,42,13,2323.5,Promising/Regular Customers
14240.0,29,2,890.34,Promising/Regular Customers
14241.0,183,1,213.70000000000002,At-Risk/Churning Customers
14242.0,234,2,280.55,At-Risk/Churning Customers
14243.0,8,14,2535.88,High-Value/Frequent Spenders
14245.0,175,5,1677.48,New/Low-Value Customers
14246.0,110,3,1474.06,New/Low-Value Customers
14247.0,277,1,136.77,At-Risk/Churning Customers
14248.0,317,1,302.58,At-Risk/Churning Customers
14250.0,6,3,1904.05,Promising/Regular Customers
14251.0,1,5,2879.7000000000003,High-Value/Frequent Spenders
14256.0,253,3,935.0600000000001,At-Risk/Churning Customers
14257.0,50,6,3087.27,Promising/Regular Customers
14258.0,8,10,12650.08,High-Value/Frequent Spenders
14259.0,141,1,120.0,New/Low-Value Customers
14261.0,50,2,1163.45,Promising/Regular Customers
14262.0,7,8,2618.23,High-Value/Frequent Spenders
14264.0,154,3,319.47,New/Low-Value Customers
14265.0,108,2,530.18,New/Low-Value Customers
14267.0,150,7,1279.09,New/Low-Value Customers
14270.0,331,1,492.65000000000003,At-Risk/Churning Customers
14271.0,225,1,112.32000000000001,At-Risk/Churning Customers
14272.0,73,2,437.96,Promising/Regular Customers
14273.0,50,4,559.97,Promising/Regular Customers
14276.0,87,5,1019.39,Promising/Regular Customers
14277.0,14,4,3928.8,Promising/Regular Customers
14280.0,196,1,134.04,At-Risk/Churning Customers
14282.0,2,15,3701.44,High-Value/Frequent Spenders
14284.0,30,3,578.45,Promising/Regular Customers
14285.0,20,4,1910.01,Promising/Regular Customers
14286.0,23,5,4595.81,High-Value/Frequent Spenders
14287.0,7,4,151.23,Promising/Regular Customers
14288.0,211,2,413.85,At-Risk/Churning Customers
14289.0,8,6,911.26,High-Value/Frequent Spenders
14290.0,10,6,2307.4500000000003,High-Value/Frequent Spenders
14291.0,1,12,3873.3,High-Value/Frequent Spenders
14292.0,7,14,4819.33,High-Value/Frequent Spenders
14293.0,2,4,1046.56,Promising/Regular Customers
14295.0,39,2,154.70000000000002,Promising/Regular Customers
14297.0,17,6,1284.06,High-Value/Frequent Spenders
14298.0,2,45,50862.44,High-Value/Frequent Spenders
14299.0,7,18,2855.35,High-Value/Frequent Spenders
14300.0,18,1,43.2,New/Low-Value Customers
14301.0,107,2,632.04,New/Low-Value Customers
14304.0,222,2,197.1,At-Risk/Churning Customers
14305.0,70,5,1803.76,Promising/Regular Customers
14306.0,50,3,2083.42,Promising/Regular Customers
14307.0,88,6,2995.7200000000003,Promising/Regular Customers
14309.0,7,10,2319.6800000000003,High-Value/Frequent Spenders
14311.0,224,2,229.71,At-Risk/Churning Customers
14312.0,46,6,1611.5900000000001,Promising/Regular Customers
14314.0,106,1,120.0,New/Low-Value Customers
14315.0,20,7,2456.98,High-Value/Frequent Spenders
14317.0,64,1,508.58,New/Low-Value Customers
14320.0,206,3,343.11,At-Risk/Churning Customers
14321.0,10,5,1530.75,High-Value/Frequent Spenders
14323.0,114,4,574.26,New/Low-Value Customers
14326.0,234,2,166.85,At-Risk/Churning Customers
14327.0,162,1,311.65000000000003,New/Low-Value Customers
14329.0,8,14,4889.14,High-Value/Frequent Spenders
14331.0,123,2,462.66,New/Low-Value Customers
14332.0,22,3,840.21,Promising/Regular Customers
14333.0,63,2,351.45,Promising/Regular Customers
14334.0,16,9,2539.46,High-Value/Frequent Spenders
14335.0,15,2,454.86,Promising/Regular Customers
14336.0,16,4,1614.91,Promising/Regular Customers
14338.0,157,4,554.22,New/Low-Value Customers
14339.0,234,4,289.91,At-Risk/Churning Customers
14340.0,218,1,134.7,At-Risk/Churning Customers
14341.0,44,9,2151.08,Promising/Regular Customers
14342.0,20,6,607.71,High-Value/Frequent Spenders
14344.0,126,8,889.9300000000001,New/Low-Value Customers
14345.0,38,1,108.98,New/Low-Value Customers
14346.0,120,2,1021.58,New/Low-Value Customers
14348.0,259,1,409.57,At-Risk/Churning Customers
14349.0,9,1,133.5,New/Low-Value Customers
14350.0,270,2,258.7,At-Risk/Churning Customers
14351.0,164,1,51.0,New/Low-Value Customers
14352.0,156,4,1078.96,New/Low-Value Customers
14353.0,214,1,90.6,At-Risk/Churning Customers
14354.0,5,2,163.62,Promising/Regular Customers
14355.0,365,1,174.4,At-Risk/Churning Customers
14356.0,59,4,666.9399999999999,Promising/Regular Customers
14357.0,42,1,225.12,New/Low-Value Customers
14359.0,18,6,882.58,High-Value/Frequent Spenders
14360.0,31,4,2118.03,Promising/Regular Customers
14362.0,21,1,151.5,New/Low-Value Customers
14364.0,108,8,3717.35,New/Low-Value Customers
14367.0,7,19,9134.12,High-Value/Frequent Spenders
14368.0,319,1,155.0,At-Risk/Churning Customers
14371.0,294,1,100.5,At-Risk/Churning Customers
14373.0,357,1,76.55,At-Risk/Churning Customers
14375.0,184,1,235.56,At-Risk/Churning Customers
14377.0,190,2,617.05,At-Risk/Churning Customers
14379.0,43,2,348.1,Promising/Regular Customers
14381.0,51,1,202.68,New/Low-Value Customers
14382.0,25,1,615.49,New/Low-Value Customers
14383.0,37,3,1247.69,Promising/Regular Customers
14385.0,8,3,202.10999999999999,Promising/Regular Customers
14386.0,296,1,142.4,At-Risk/Churning Customers
14387.0,32,3,1727.6,Promising/Regular Customers
14388.0,8,10,3172.04,High-Value/Frequent Spenders
14389.0,8,5,999.72,High-Value/Frequent Spenders
14390.0,9,13,4582.22,High-Value/Frequent Spenders
14393.0,217,1,67.95,At-Risk/Churning Customers
14395.0,1,12,3444.11,High-Value/Frequent Spenders
14396.0,64,2,487.99,Promising/Regular Customers
14397.0,0,23,2556.68,High-Value/Frequent Spenders
14400.0,140,2,559.7,New/Low-Value Customers
14401.0,3,14,4039.98,High-Value/Frequent Spenders
14403.0,129,5,1426.31,New/Low-Value Customers
14404.0,33,7,1409.72,Promising/Regular Customers
14406.0,118,1,156.75,New/Low-Value Customers
14407.0,106,9,2111.08,New/Low-Value Customers
14408.0,10,7,2599.03,High-Value/Frequent Spenders
14409.0,70,7,1908.25,Promising/Regular Customers
14410.0,15,15,573.45,High-Value/Frequent Spenders
14411.0,310,1,1063.0,At-Risk/Churning Customers
14412.0,34,3,761.33,Promising/Regular Customers
14413.0,361,1,121.05,At-Risk/Churning Customers
14414.0,91,8,1485.1299999999999,New/Low-Value Customers
14415.0,0,18,5766.85,High-Value/Frequent Spenders
14416.0,21,2,490.22,Promising/Regular Customers
14418.0,3,3,1937.25,Promising/Regular Customers
14419.0,10,6,1051.79,High-Value/Frequent Spenders
14420.0,84,2,385.87,Promising/Regular Customers
14421.0,56,2,813.11,Promising/Regular Customers
14422.0,0,6,4263.64,High-Value/Frequent Spenders
14423.0,217,1,265.2,At-Risk/Churning Customers
14424.0,17,1,322.08,New/Low-Value Customers
14426.0,18,16,3918.9,High-Value/Frequent Spenders
14427.0,49,2,363.34000000000003,Promising/Regular Customers
14428.0,6,7,1209.37,High-Value/Frequent Spenders
14431.0,298,2,423.26000000000005,At-Risk/Churning Customers
14432.0,9,6,2248.5,High-Value/Frequent Spenders
14434.0,21,6,1372.8,High-Value/Frequent Spenders
14436.0,98,1,89.06,New/Low-Value Customers
14437.0,142,2,-43.400000000000006,New/Low-Value Customers
14438.0,305,1,131.9,At-Risk/Churning Customers
14439.0,319,1,2661.24,At-Risk/Churning Customers
14440.0,7,5,2357.68,High-Value/Frequent Spenders
14441.0,0,10,1545.14,High-Value/Frequent Spenders
14442.0,1,5,1544.6200000000001,High-Value/Frequent Spenders
14443.0,53,7,1400.88,Promising/Regular Customers
14446.0,0,4,1010.35,Promising/Regular Customers
14447.0,18,5,1163.23,High-Value/Frequent Spenders
14448.0,8,2,375.35,Promising/Regular Customers
14449.0,18,4,885.8,Promising/Regular Customers
14450.0,180,3,483.25,New/Low-Value Customers
14451.0,59,2,643.9,Promising/Regular Customers
14452.0,10,2,259.05,Promising/Regular Customers
14453.0,189,1,119.93,At-Risk/Churning Customers
14456.0,4,14,3002.51,High-Value/Frequent Spenders
14457.0,310,1,113.64,At-Risk/Churning Customers
14459.0,154,1,1837.92,New/Low-Value Customers
14460.0,109,4,383.34,New/Low-Value Customers
14461.0,147,3,2103.06,New/Low-Value Customers
14462.0,63,15,1942.45,Promising/Regular Customers
14463.0,97,3,529.62,New/Low-Value Customers
14465.0,246,3,1038.44,At-Risk/Churning Customers
14466.0,28,7,2272.4,High-Value/Frequent Spenders
14467.0,17,4,596.26,Promising/Regular Customers
14470.0,11,2,461.19,Promising/Regular Customers
14472.0,103,8,1852.67,New/Low-Value Customers
14473.0,73,2,234.34,Promising/Regular Customers
14474.0,42,2,537.71,Promising/Regular Customers
14475.0,71,6,799.82,Promising/Regular Customers
14476.0,256,1,193.0,At-Risk/Churning Customers
14477.0,19,5,1307.81,High-Value/Frequent Spenders
14479.0,253,2,316.25,At-Risk/Churning Customers
14480.0,10,1,279.05,New/Low-Value Customers
14481.0,164,2,636.51,New/Low-Value Customers
14482.0,17,6,2022.81,High-Value/Frequent Spenders
14483.0,149,2,129.20000000000002,New/Low-Value Customers
14484.0,49,1,321.92,New/Low-Value Customers
14485.0,38,1,162.8,New/Low-Value Customers
14487.0,26,7,1152.73,High-Value/Frequent Spenders
14488.0,50,2,1047.43,Promising/Regular Customers
14489.0,206,1,463.38,At-Risk/Churning Customers
14491.0,174,2,340.93,New/Low-Value Customers
14493.0,6,7,2362.84,High-Value/Frequent Spenders
14494.0,25,1,139.56,New/Low-Value Customers
14495.0,50,2,123.80000000000001,Promising/Regular Customers
14496.0,311,2,538.8100000000001,At-Risk/Churning Customers
14497.0,300,2,457.47,At-Risk/Churning Customers
14498.0,42,5,1957.32,Promising/Regular Customers
14499.0,25,3,808.44,Promising/Regular Customers
14500.0,87,3,356.85,Promising/Regular Customers
14501.0,63,3,190.31,Promising/Regular Customers
14502.0,19,14,2310.18,High-Value/Frequent Spenders
14503.0,2,6,3543.26,High-Value/Frequent Spenders
14504.0,46,4,673.26,Promising/Regular Customers
14505.0,16,11,5772.49,High-Value/Frequent Spenders
14506.0,16,5,1960.65,High-Value/Frequent Spenders
14507.0,23,7,1352.88,High-Value/Frequent Spenders
14508.0,21,2,268.05,Promising/Regular Customers
14511.0,10,6,1267.41,High-Value/Frequent Spenders
14512.0,187,2,275.28,At-Risk/Churning Customers
14513.0,100,4,438.49,New/Low-Value Customers
